road_segment,road_category,day_of_week,hour_of_day,current_speed,avg_speed_last_15min,avg_speed_last_30min,weather_condition,is_peak_hour,future_speedband
Seletar Expressway,Y,6,3,77.0,77.3,76.5,Clouds,0,8
Upper Thomson Road,B,3,0,45.3,46.5,43.5,Haze,0,4
Kallang Paya Lebar Expressway,Y,3,2,67.8,74.3,76.9,Clear,0,8
Pan Island Expressway,Y,1,2,71.5,74.4,68.5,Clear,0,8
Central Expressway,Y,6,13,64.9,62.2,66.4,Haze,0,6
Clementi Avenue 3,C,3,14,26.9,21.6,26.1,Rain,0,3
Central Expressway,Y,1,21,49.8,45.9,47.8,Rain,0,6
East Coast Parkway,Y,1,1,64.8,69.8,76.1,Drizzle,0,7
Central Expressway,Y,2,1,68.0,66.5,66.2,Haze,0,7
Upper Thomson Road,B,3,19,25.1,25.5,13.9,Haze,1,3
Central Expressway,Y,3,11,38.4,44.9,42.4,Thunderstorm,0,5
Bukit Timah Expressway,Y,2,3,70.4,68.5,67.9,Clear,0,8
Clementi Avenue 3,C,0,10,34.5,33.5,38.8,Haze,0,4
Tampines Avenue 10,B,0,3,24.0,25.5,24.3,Thunderstorm,0,3
Central Expressway,Y,5,0,46.9,50.2,49.5,Rain,0,6
Bedok North Avenue 3,C,3,2,35.7,34.6,30.3,Clear,0,4
Tampines Expressway,Y,2,11,76.9,78.2,78.7,Clouds,0,8
Woodlands Avenue 12,B,5,11,44.1,43.2,50.6,Clouds,0,5
Kallang Paya Lebar Expressway,Y,6,8,65.1,67.3,72.1,Drizzle,0,8
Ayer Rajah Expressway,Y,2,11,40.6,40.3,40.4,Thunderstorm,0,5
Upper Thomson Road,B,4,5,43.1,38.0,45.5,Mist,0,5
Tampines Avenue 10,B,0,11,37.3,34.4,36.1,Mist,0,4
Upper Thomson Road,B,3,14,42.9,43.1,41.3,Drizzle,0,4
Pan Island Expressway,Y,5,11,59.4,60.3,61.1,Rain,0,6
Seletar Expressway,Y,6,4,37.3,41.4,43.5,Thunderstorm,0,4
Clementi Avenue 3,C,4,21,33.3,31.9,38.5,Mist,0,3
East Coast Parkway,Y,4,22,73.8,72.9,79.4,Haze,0,8
Bukit Timah Expressway,Y,1,12,65.1,70.5,70.8,Haze,0,7
Bedok North Avenue 3,C,4,7,18.3,22.9,18.3,Rain,1,3
Orchard Road,B,4,2,38.1,40.0,32.2,Mist,0,4
Kallang Paya Lebar Expressway,Y,3,8,30.5,30.6,36.4,Rain,1,4
Nicoll Highway,B,0,3,46.9,49.1,47.6,Haze,0,5
Bukit Timah Expressway,Y,2,8,43.9,48.0,48.8,Clouds,1,5
Woodlands Avenue 12,B,1,13,37.8,34.8,38.2,Haze,0,4
Bukit Timah Expressway,Y,0,10,55.2,53.4,44.3,Drizzle,0,6
Bukit Timah Expressway,Y,0,9,25.0,18.8,20.1,Rain,1,3
Seletar Expressway,Y,0,18,41.6,41.6,45.2,Clear,1,4
Orchard Road,B,4,9,12.0,11.1,6.1,Rain,1,2
Clementi Avenue 3,C,5,4,34.7,32.5,30.9,Clouds,0,3
East Coast Parkway,Y,5,6,66.6,64.5,73.8,Haze,0,7
Bedok North Avenue 3,C,6,17,32.1,32.5,31.9,Drizzle,0,3
Central Expressway,Y,2,19,39.8,38.5,38.9,Mist,1,4
Woodlands Avenue 12,B,5,17,38.2,42.5,36.6,Drizzle,0,4
Bedok North Avenue 3,C,4,21,27.6,30.7,32.9,Rain,0,3
Tampines Expressway,Y,1,21,48.9,53.1,52.3,Rain,0,6
Tampines Avenue 10,B,5,23,44.7,42.9,40.1,Clear,0,5
East Coast Parkway,Y,4,13,44.6,42.5,43.5,Thunderstorm,0,5
East Coast Parkway,Y,5,12,82.0,82.1,81.4,Clouds,0,8
Central Expressway,Y,2,19,44.0,44.2,42.6,Clear,1,5
Ayer Rajah Expressway,Y,4,2,64.0,62.6,66.5,Haze,0,7
Tampines Expressway,Y,5,1,78.9,79.4,82.0,Clear,0,8
Central Expressway,Y,3,12,71.5,66.1,64.8,Clouds,0,7
Tampines Expressway,Y,4,10,66.3,68.4,69.0,Drizzle,0,7
East Coast Parkway,Y,4,10,50.7,49.5,54.0,Rain,0,5
East Coast Parkway,Y,3,0,67.9,67.7,64.1,Mist,0,7
Tampines Expressway,Y,3,18,33.9,32.2,39.7,Drizzle,1,3
Orchard Road,B,0,5,26.3,23.9,26.6,Rain,0,3
Ayer Rajah Expressway,Y,2,18,53.8,50.5,51.7,Clear,1,5
Clementi Avenue 3,C,5,16,38.6,38.5,28.0,Clear,0,4
Kallang Paya Lebar Expressway,Y,3,18,37.9,36.9,41.8,Mist,1,5
Orchard Road,B,2,12,45.0,44.9,50.8,Clear,0,5
Pan Island Expressway,Y,3,11,58.5,59.1,61.5,Drizzle,0,7
Tampines Expressway,Y,0,4,41.7,42.8,47.2,Thunderstorm,0,5
East Coast Parkway,Y,5,5,73.0,77.3,79.4,Mist,0,8
Kallang Paya Lebar Expressway,Y,6,4,71.3,68.1,82.5,Haze,0,7
Bedok North Avenue 3,C,4,7,14.4,15.9,9.2,Mist,1,2
Bedok North Avenue 3,C,1,20,20.9,18.3,26.1,Drizzle,1,2
Tampines Expressway,Y,5,2,64.7,66.3,63.7,Haze,0,7
Bukit Timah Expressway,Y,1,11,65.9,68.8,64.0,Haze,0,7
Bukit Timah Expressway,Y,2,7,44.3,41.3,36.3,Mist,1,5
Bukit Timah Expressway,Y,1,6,60.2,60.0,57.1,Mist,0,6
Seletar Expressway,Y,3,17,43.0,41.1,45.7,Mist,1,5
Tampines Expressway,Y,2,4,45.1,45.5,45.7,Thunderstorm,0,5
Nicoll Highway,B,0,2,46.6,46.5,46.2,Mist,0,5
Orchard Road,B,1,6,35.1,37.6,38.3,Mist,0,4
Woodlands Avenue 12,B,3,22,25.4,32.2,30.1,Thunderstorm,0,3
Ayer Rajah Expressway,Y,4,0,72.0,68.8,70.0,Clear,0,8
Seletar Expressway,Y,1,15,61.7,58.6,63.0,Mist,0,7
Pan Island Expressway,Y,1,13,50.6,50.0,55.1,Rain,0,6
Woodlands Avenue 12,B,6,21,30.4,31.9,25.7,Rain,0,4
Bukit Timah Expressway,Y,6,20,64.3,66.7,66.9,Mist,0,7
Bukit Timah Expressway,Y,5,1,70.2,72.0,76.3,Clouds,0,7
Ayer Rajah Expressway,Y,6,0,54.4,53.7,49.9,Rain,0,6
East Coast Parkway,Y,4,18,48.9,47.6,52.1,Mist,1,5
Seletar Expressway,Y,2,23,65.7,69.4,73.8,Haze,0,7
Ayer Rajah Expressway,Y,2,23,66.3,63.0,57.6,Mist,0,7
Tampines Expressway,Y,1,11,63.8,61.7,63.4,Mist,0,7
Pan Island Expressway,Y,5,17,59.5,58.8,60.5,Mist,0,6
Seletar Expressway,Y,5,14,77.0,75.4,80.9,Clear,0,8
Upper Thomson Road,B,5,1,44.6,51.2,37.5,Clear,0,5
Kallang Paya Lebar Expressway,Y,6,20,64.6,62.2,54.6,Mist,0,7
Tampines Expressway,Y,3,17,62.4,64.1,61.4,Clouds,1,7
Tampines Avenue 10,B,1,14,47.3,49.7,43.9,Clouds,0,5
Nicoll Highway,B,0,22,36.5,31.1,44.7,Rain,0,5
Clementi Avenue 3,C,0,6,27.9,23.5,19.2,Rain,0,4
Clementi Avenue 3,C,1,18,6.2,6.5,5.2,Thunderstorm,1,1
Orchard Road,B,6,18,28.3,27.8,35.7,Rain,0,3
Nicoll Highway,B,6,18,49.1,48.7,42.8,Haze,0,6
Nicoll Highway,B,1,15,50.4,52.9,50.3,Clouds,0,6
Seletar Expressway,Y,1,17,45.6,42.4,41.9,Clear,1,6
Upper Thomson Road,B,0,9,15.1,16.3,15.9,Rain,1,2
Pan Island Expressway,Y,1,3,45.2,46.7,53.8,Thunderstorm,0,5
East Coast Parkway,Y,5,14,69.3,73.7,63.6,Mist,0,7
Central Expressway,Y,4,6,62.0,66.6,62.2,Mist,0,6
Woodlands Avenue 12,B,0,19,15.0,17.1,4.4,Rain,1,2
Seletar Expressway,Y,6,12,68.7,68.2,62.6,Haze,0,8
Seletar Expressway,Y,4,9,19.9,20.4,26.5,Thunderstorm,1,2
Orchard Road,B,1,19,19.6,13.6,23.2,Rain,1,3
Tampines Expressway,Y,3,4,52.6,55.0,53.9,Rain,0,5
East Coast Parkway,Y,1,3,76.4,77.7,79.2,Mist,0,8
Nicoll Highway,B,3,2,37.6,32.7,32.3,Rain,0,4
Seletar Expressway,Y,6,17,71.3,72.1,64.6,Clear,0,7
Kallang Paya Lebar Expressway,Y,3,11,63.8,61.0,62.2,Clear,0,8
Woodlands Avenue 12,B,6,20,42.0,38.4,28.5,Clouds,0,5
East Coast Parkway,Y,6,14,42.9,46.2,38.3,Thunderstorm,0,4
Ayer Rajah Expressway,Y,0,10,64.0,66.7,67.5,Drizzle,0,7
Orchard Road,B,2,11,43.1,37.8,52.0,Clear,0,4
Woodlands Avenue 12,B,0,17,20.2,17.0,23.7,Mist,1,3
Tampines Expressway,Y,3,17,30.2,32.3,32.8,Rain,1,4
Upper Thomson Road,B,3,12,31.3,21.7,29.2,Rain,0,3
Woodlands Avenue 12,B,6,19,37.7,39.6,39.3,Mist,0,4
Central Expressway,Y,3,12,49.1,51.8,40.5,Rain,0,5
Tampines Expressway,Y,1,22,63.8,65.6,63.1,Mist,0,7
Orchard Road,B,5,14,40.0,38.6,36.6,Haze,0,4
Bedok North Avenue 3,C,3,19,26.9,28.8,26.8,Clear,1,3
Nicoll Highway,B,6,11,44.6,42.1,43.4,Haze,0,6
Seletar Expressway,Y,4,19,34.4,35.2,37.2,Rain,1,4
Upper Thomson Road,B,5,7,36.4,31.5,34.6,Drizzle,0,5
Pan Island Expressway,Y,6,1,55.7,53.5,56.2,Rain,0,6
Upper Thomson Road,B,5,18,33.8,32.2,31.4,Rain,0,4
Clementi Avenue 3,C,3,11,29.3,31.7,18.4,Rain,0,3
Ayer Rajah Expressway,Y,3,7,49.0,46.7,37.4,Clouds,1,6
Clementi Avenue 3,C,2,11,39.3,38.9,41.7,Clear,0,5
Bukit Timah Expressway,Y,4,20,32.6,25.1,30.9,Rain,1,3
East Coast Parkway,Y,0,9,54.9,54.5,63.3,Clouds,1,6
Tampines Expressway,Y,0,22,71.6,74.3,77.9,Clear,0,8
East Coast Parkway,Y,6,23,46.0,45.4,36.9,Thunderstorm,0,5
Tampines Avenue 10,B,4,3,47.3,44.2,48.1,Clear,0,5
Tampines Expressway,Y,1,19,40.7,42.6,43.4,Clouds,1,5
Upper Thomson Road,B,6,5,33.4,33.2,29.8,Drizzle,0,5
Pan Island Expressway,Y,0,22,71.9,71.3,74.9,Mist,0,8
Woodlands Avenue 12,B,3,17,25.0,27.8,18.7,Mist,1,2
Orchard Road,B,6,14,41.3,44.7,50.5,Haze,0,4
Upper Thomson Road,B,1,18,35.2,32.7,35.3,Haze,1,4
Bukit Timah Expressway,Y,0,21,63.6,57.6,62.6,Mist,0,7
Pan Island Expressway,Y,0,15,44.0,41.7,35.3,Thunderstorm,0,5
Central Expressway,Y,0,23,68.3,65.9,70.3,Clouds,0,7
Kallang Paya Lebar Expressway,Y,1,5,63.3,62.6,64.8,Drizzle,0,7
Central Expressway,Y,0,19,51.2,49.7,43.4,Clouds,1,6
Upper Thomson Road,B,4,12,39.8,37.7,32.1,Drizzle,0,5
Tampines Avenue 10,B,5,7,39.8,41.4,44.7,Clouds,0,4
Upper Thomson Road,B,2,17,41.8,41.1,35.6,Clouds,1,4
Woodlands Avenue 12,B,3,5,22.6,22.1,18.2,Thunderstorm,0,2
Nicoll Highway,B,1,17,30.1,24.8,35.2,Mist,1,4
Bukit Timah Expressway,Y,3,19,45.8,45.6,44.9,Haze,1,4
Tampines Avenue 10,B,4,2,45.1,45.3,52.9,Clear,0,5
Clementi Avenue 3,C,3,10,29.1,28.0,33.5,Rain,0,4
Clementi Avenue 3,C,6,22,20.7,17.6,20.0,Thunderstorm,0,3
Woodlands Avenue 12,B,2,12,42.9,51.2,41.7,Clouds,0,5
Ayer Rajah Expressway,Y,0,22,70.1,73.0,72.5,Haze,0,7
Kallang Paya Lebar Expressway,Y,5,8,60.7,65.7,68.3,Mist,0,7
Bukit Timah Expressway,Y,4,22,49.4,49.1,41.1,Rain,0,6
Seletar Expressway,Y,4,6,61.4,59.6,68.7,Drizzle,0,6
Bedok North Avenue 3,C,3,2,37.3,38.4,42.0,Haze,0,4
Upper Thomson Road,B,3,4,39.3,39.2,37.2,Drizzle,0,5
Upper Thomson Road,B,2,2,38.5,36.1,34.9,Drizzle,0,5
Upper Thomson Road,B,4,19,24.1,25.7,18.4,Haze,1,3
Ayer Rajah Expressway,Y,4,4,72.6,77.2,75.1,Clear,0,7
Central Expressway,Y,3,6,33.7,35.9,30.1,Thunderstorm,0,4
Ayer Rajah Expressway,Y,6,3,38.7,37.9,37.2,Thunderstorm,0,5
Seletar Expressway,Y,0,0,69.1,72.6,71.9,Mist,0,7
Bukit Timah Expressway,Y,0,13,48.8,50.9,43.7,Rain,0,6
Tampines Expressway,Y,3,14,65.2,64.4,62.6,Drizzle,0,8
Orchard Road,B,4,23,44.1,45.4,51.4,Clear,0,5
Pan Island Expressway,Y,1,21,78.9,79.9,83.7,Clouds,0,8
Tampines Avenue 10,B,2,7,24.2,24.1,16.6,Mist,1,4
Pan Island Expressway,Y,0,3,38.6,40.1,35.2,Thunderstorm,0,4
Central Expressway,Y,1,23,67.9,68.7,65.4,Haze,0,7
Seletar Expressway,Y,3,19,58.1,59.9,52.3,Clear,1,6
Pan Island Expressway,Y,0,21,71.5,68.4,68.1,Clouds,0,8
Seletar Expressway,Y,1,0,71.1,75.5,72.3,Clouds,0,7
Tampines Expressway,Y,4,19,33.0,30.6,34.6,Mist,1,4
East Coast Parkway,Y,5,0,34.7,35.8,34.2,Thunderstorm,0,4
Ayer Rajah Expressway,Y,6,18,37.2,39.0,37.9,Thunderstorm,0,4
Seletar Expressway,Y,1,6,74.6,73.7,79.3,Clear,0,8
East Coast Parkway,Y,0,20,39.0,39.3,39.8,Drizzle,1,5
Upper Thomson Road,B,4,10,44.5,42.4,44.9,Clear,0,5
Woodlands Avenue 12,B,5,22,39.3,40.0,34.3,Drizzle,0,4
Woodlands Avenue 12,B,1,14,42.3,42.1,35.5,Haze,0,5
Kallang Paya Lebar Expressway,Y,1,15,63.4,65.4,70.5,Mist,0,7
Tampines Expressway,Y,6,5,67.7,66.5,73.3,Clouds,0,7
Nicoll Highway,B,3,12,48.9,48.9,54.4,Haze,0,6
Orchard Road,B,2,2,40.9,41.6,27.2,Haze,0,5
Clementi Avenue 3,C,6,5,35.3,33.6,32.5,Haze,0,4
Woodlands Avenue 12,B,3,1,37.3,38.5,40.4,Drizzle,0,4
Upper Thomson Road,B,0,11,46.8,45.4,35.1,Mist,0,5
Tampines Avenue 10,B,2,18,37.2,29.7,37.1,Clouds,1,4
Seletar Expressway,Y,0,16,54.2,56.8,52.2,Rain,0,7
East Coast Parkway,Y,4,5,64.4,61.5,57.3,Drizzle,0,7
Nicoll Highway,B,1,22,46.2,47.7,43.8,Mist,0,5
Upper Thomson Road,B,5,7,44.8,46.8,45.2,Haze,0,5
Tampines Expressway,Y,5,19,73.3,75.5,79.2,Clouds,0,8
Seletar Expressway,Y,5,3,71.7,71.4,75.2,Clear,0,7
Upper Thomson Road,B,4,14,34.8,30.7,27.1,Rain,0,4
Kallang Paya Lebar Expressway,Y,5,15,57.3,58.0,51.5,Rain,0,6
Orchard Road,B,6,19,38.6,39.3,36.4,Mist,0,4
Ayer Rajah Expressway,Y,1,18,36.5,31.2,39.4,Drizzle,1,4
Seletar Expressway,Y,0,20,44.5,45.4,47.6,Mist,1,5
Clementi Avenue 3,C,0,10,20.4,14.6,20.3,Thunderstorm,0,2
East Coast Parkway,Y,2,20,21.2,22.8,23.5,Thunderstorm,1,3
Upper Thomson Road,B,6,3,40.8,40.5,42.7,Drizzle,0,4
Clementi Avenue 3,C,6,5,27.3,24.3,36.8,Rain,0,3
Seletar Expressway,Y,1,11,77.0,77.0,76.3,Clear,0,7
Woodlands Avenue 12,B,4,15,25.1,27.0,30.9,Thunderstorm,0,3
Tampines Avenue 10,B,2,13,47.5,47.0,50.6,Clear,0,5
Nicoll Highway,B,3,11,28.7,28.5,29.3,Thunderstorm,0,3
Clementi Avenue 3,C,5,5,23.1,22.6,28.9,Thunderstorm,0,3
Clementi Avenue 3,C,3,14,34.9,37.7,27.0,Mist,0,3
Nicoll Highway,B,5,4,40.3,40.2,42.7,Rain,0,4
Bedok North Avenue 3,C,5,18,33.2,35.5,35.6,Mist,0,4
Ayer Rajah Expressway,Y,2,11,41.4,36.8,39.8,Thunderstorm,0,5
Tampines Avenue 10,B,5,14,42.3,45.4,41.2,Mist,0,5
East Coast Parkway,Y,5,0,65.7,64.7,64.1,Mist,0,6
Bukit Timah Expressway,Y,1,18,42.5,46.3,39.8,Clouds,1,5
Nicoll Highway,B,4,14,48.3,49.4,46.3,Haze,0,6
Bukit Timah Expressway,Y,3,22,42.7,39.9,45.1,Thunderstorm,0,5
Upper Thomson Road,B,5,1,22.7,19.4,32.5,Thunderstorm,0,3
Upper Thomson Road,B,3,8,30.8,34.0,30.9,Clear,1,3
Tampines Expressway,Y,2,20,47.7,46.8,43.8,Clear,1,5
Central Expressway,Y,1,11,62.5,61.6,61.7,Drizzle,0,7
Clementi Avenue 3,C,0,22,39.4,39.3,38.8,Clear,0,4
Orchard Road,B,6,13,45.0,38.8,43.9,Clouds,0,5
Tampines Avenue 10,B,5,20,34.3,37.2,33.3,Rain,0,5
Kallang Paya Lebar Expressway,Y,2,0,37.4,37.3,39.3,Thunderstorm,0,5
East Coast Parkway,Y,2,4,57.5,58.7,56.7,Rain,0,6
Upper Thomson Road,B,2,10,39.9,39.3,36.9,Drizzle,0,4
Clementi Avenue 3,C,3,23,20.5,18.9,22.8,Rain,0,2
East Coast Parkway,Y,4,12,43.4,40.8,42.4,Thunderstorm,0,5
Clementi Avenue 3,C,2,13,20.0,12.8,17.3,Thunderstorm,0,3
Woodlands Avenue 12,B,5,14,36.0,37.6,37.9,Drizzle,0,4
Tampines Avenue 10,B,4,10,41.6,41.1,54.3,Drizzle,0,5
Nicoll Highway,B,3,21,38.8,41.6,44.6,Rain,0,5
Ayer Rajah Expressway,Y,3,0,37.7,37.4,41.7,Thunderstorm,0,4
Kallang Paya Lebar Expressway,Y,0,9,47.4,45.7,48.5,Drizzle,1,5
Bukit Timah Expressway,Y,3,6,75.0,75.4,79.2,Clear,0,8
Tampines Avenue 10,B,0,11,25.1,28.4,27.8,Thunderstorm,0,3
Bedok North Avenue 3,C,3,12,38.0,38.0,28.2,Haze,0,4
East Coast Parkway,Y,2,9,44.1,44.1,43.4,Clouds,1,5
Clementi Avenue 3,C,6,11,27.5,28.3,33.5,Rain,0,3
Pan Island Expressway,Y,6,5,62.9,61.0,55.6,Drizzle,0,7
East Coast Parkway,Y,4,21,67.3,65.8,56.8,Drizzle,0,7
Woodlands Avenue 12,B,1,23,40.1,45.3,40.3,Mist,0,4
Bedok North Avenue 3,C,6,8,26.3,24.3,23.4,Rain,0,3
East Coast Parkway,Y,3,0,78.2,78.4,68.6,Haze,0,8
Tampines Avenue 10,B,6,21,35.9,35.2,41.4,Rain,0,4
Pan Island Expressway,Y,4,9,58.3,57.1,66.1,Clouds,1,6
Bukit Timah Expressway,Y,1,21,67.4,65.8,65.6,Haze,0,7
Clementi Avenue 3,C,1,12,37.6,42.7,42.9,Haze,0,4
Central Expressway,Y,2,23,52.8,55.0,47.1,Rain,0,6
Ayer Rajah Expressway,Y,6,17,67.1,68.3,70.4,Mist,0,7
Pan Island Expressway,Y,2,12,79.9,83.0,83.3,Clear,0,8
Nicoll Highway,B,6,16,41.8,37.2,44.9,Mist,0,4
Clementi Avenue 3,C,1,9,24.6,22.2,29.5,Drizzle,1,3
Upper Thomson Road,B,2,0,46.0,46.4,44.9,Mist,0,5
East Coast Parkway,Y,5,13,69.1,72.1,61.1,Haze,0,7
Kallang Paya Lebar Expressway,Y,3,10,72.8,68.5,67.5,Haze,0,8
Clementi Avenue 3,C,4,1,38.8,37.4,39.0,Clouds,0,4
Upper Thomson Road,B,3,8,20.8,15.7,20.3,Rain,1,3
Bedok North Avenue 3,C,3,19,26.8,28.2,31.3,Clouds,1,3
Pan Island Expressway,Y,1,8,35.9,38.8,38.1,Rain,1,4
Bedok North Avenue 3,C,6,4,35.4,36.3,34.5,Clear,0,4
Bukit Timah Expressway,Y,2,17,53.1,52.2,56.1,Clear,1,6
Upper Thomson Road,B,5,8,34.7,32.2,34.6,Rain,0,4
Clementi Avenue 3,C,2,13,35.6,41.1,31.9,Clouds,0,3
Tampines Avenue 10,B,0,19,21.1,18.3,12.9,Mist,1,3
Upper Thomson Road,B,2,21,39.2,41.1,44.9,Drizzle,0,4
Orchard Road,B,2,11,31.2,29.9,32.7,Rain,0,4
Tampines Expressway,Y,0,15,69.5,71.2,68.1,Haze,0,8
Tampines Expressway,Y,6,14,66.4,68.8,65.0,Mist,0,7
Woodlands Avenue 12,B,5,6,27.2,27.0,33.4,Rain,0,3
Central Expressway,Y,6,21,60.6,57.4,58.0,Mist,0,7
East Coast Parkway,Y,4,16,62.3,59.3,54.3,Drizzle,0,7
Woodlands Avenue 12,B,3,3,31.7,31.0,38.7,Rain,0,4
Nicoll Highway,B,5,10,25.8,26.4,26.9,Thunderstorm,0,2
Central Expressway,Y,4,3,63.8,67.6,63.1,Mist,0,7
Ayer Rajah Expressway,Y,4,5,49.2,52.4,47.4,Rain,0,6
Orchard Road,B,3,19,28.1,28.3,13.4,Drizzle,1,3
Tampines Expressway,Y,4,10,40.5,40.8,47.8,Thunderstorm,0,5
Bedok North Avenue 3,C,1,4,31.1,32.7,31.4,Mist,0,4
Tampines Expressway,Y,3,8,49.0,44.5,51.4,Haze,1,6
Seletar Expressway,Y,5,13,72.7,71.9,72.4,Clouds,0,8
Tampines Avenue 10,B,3,18,28.4,25.2,26.0,Mist,1,3
Bedok North Avenue 3,C,6,20,31.0,31.9,30.4,Mist,0,4
Seletar Expressway,Y,2,3,59.3,57.5,63.5,Mist,0,6
Central Expressway,Y,0,16,60.1,60.1,47.7,Drizzle,0,7
Pan Island Expressway,Y,1,8,51.2,48.0,55.1,Haze,1,6
Tampines Avenue 10,B,5,6,41.6,45.3,42.7,Clouds,0,5
Central Expressway,Y,0,2,63.8,62.9,67.8,Mist,0,6
Kallang Paya Lebar Expressway,Y,1,18,36.9,35.4,37.9,Drizzle,1,4
Orchard Road,B,2,20,28.4,26.9,27.7,Mist,1,3
Clementi Avenue 3,C,1,15,29.1,28.5,29.1,Drizzle,0,4
Ayer Rajah Expressway,Y,5,13,61.2,60.7,59.4,Drizzle,0,7
Seletar Expressway,Y,1,20,42.4,39.2,39.8,Haze,1,5
Tampines Expressway,Y,4,18,53.9,59.5,50.6,Clear,1,7
Nicoll Highway,B,3,1,45.0,38.6,38.0,Drizzle,0,5
Central Expressway,Y,4,12,67.4,65.5,70.0,Clouds,0,7
Central Expressway,Y,0,14,60.6,58.4,63.3,Drizzle,0,6
Tampines Expressway,Y,4,7,54.4,53.6,56.1,Haze,1,5
Tampines Avenue 10,B,6,7,43.5,40.5,40.4,Clouds,0,5
Tampines Avenue 10,B,2,0,40.3,41.1,44.0,Mist,0,5
Seletar Expressway,Y,2,17,46.8,41.3,35.4,Mist,1,5
Kallang Paya Lebar Expressway,Y,6,23,63.8,67.9,57.2,Drizzle,0,8
Bukit Timah Expressway,Y,4,8,40.2,42.9,36.9,Haze,1,4
Kallang Paya Lebar Expressway,Y,1,12,55.6,58.5,62.0,Rain,0,6
Nicoll Highway,B,0,4,33.4,38.7,29.9,Rain,0,4
Orchard Road,B,3,18,11.5,10.6,5.0,Thunderstorm,1,1
Nicoll Highway,B,3,16,44.4,44.0,43.0,Drizzle,0,5
Central Expressway,Y,2,23,55.2,58.7,53.6,Rain,0,6
Pan Island Expressway,Y,1,13,52.8,55.9,48.7,Rain,0,6
Pan Island Expressway,Y,3,11,69.0,67.4,69.3,Mist,0,7
Pan Island Expressway,Y,1,14,73.8,69.7,72.0,Clear,0,8
Orchard Road,B,5,22,43.3,47.0,32.2,Clear,0,5
Bukit Timah Expressway,Y,3,19,35.2,31.4,35.8,Mist,1,4
Kallang Paya Lebar Expressway,Y,2,23,71.6,72.2,75.9,Clear,0,8
Seletar Expressway,Y,2,0,64.8,64.8,68.0,Mist,0,7
Bukit Timah Expressway,Y,1,22,67.8,69.5,70.4,Mist,0,8
Pan Island Expressway,Y,1,11,77.1,76.5,68.2,Clear,0,8
Seletar Expressway,Y,6,16,62.8,63.1,57.5,Drizzle,0,7
Orchard Road,B,3,7,12.2,12.7,12.0,Thunderstorm,1,2
Kallang Paya Lebar Expressway,Y,6,12,71.9,71.3,82.2,Clouds,0,8
Bukit Timah Expressway,Y,4,22,74.5,74.1,87.0,Clear,0,8
Pan Island Expressway,Y,5,12,64.8,67.0,63.1,Mist,0,7
Nicoll Highway,B,2,17,36.7,36.7,30.4,Clouds,1,4
Clementi Avenue 3,C,1,0,37.8,35.2,41.0,Clear,0,4
Orchard Road,B,6,3,23.2,19.8,26.8,Thunderstorm,0,3
East Coast Parkway,Y,0,6,74.2,75.9,86.2,Haze,0,8
Woodlands Avenue 12,B,0,3,24.0,22.4,17.8,Thunderstorm,0,3
Tampines Expressway,Y,6,21,80.0,75.7,80.1,Clouds,0,8
Bedok North Avenue 3,C,1,20,11.1,9.7,10.6,Rain,1,2
Upper Thomson Road,B,0,4,49.0,49.2,43.0,Clear,0,6
Tampines Avenue 10,B,3,12,37.5,32.8,36.7,Rain,0,4
Upper Thomson Road,B,3,23,46.9,43.6,48.9,Clouds,0,5
Woodlands Avenue 12,B,3,13,40.0,40.7,37.0,Drizzle,0,5
Bukit Timah Expressway,Y,0,20,22.4,24.4,18.0,Rain,1,3
Tampines Avenue 10,B,3,0,43.1,44.6,49.5,Drizzle,0,5
Orchard Road,B,3,10,42.9,38.7,44.4,Haze,0,5
Upper Thomson Road,B,1,18,17.1,17.1,16.8,Rain,1,2
Kallang Paya Lebar Expressway,Y,0,7,39.2,41.8,38.4,Haze,1,5
Tampines Expressway,Y,6,8,46.7,48.9,40.0,Thunderstorm,0,6
Woodlands Avenue 12,B,4,7,12.6,14.0,12.7,Thunderstorm,1,1
Bukit Timah Expressway,Y,2,0,70.5,73.3,84.1,Haze,0,8
Pan Island Expressway,Y,6,16,74.4,70.6,78.9,Mist,0,8
Pan Island Expressway,Y,4,6,77.5,74.8,82.1,Clear,0,8
Bedok North Avenue 3,C,0,9,24.0,22.8,27.6,Clouds,1,3
Woodlands Avenue 12,B,1,10,26.8,27.9,30.7,Rain,0,3
Kallang Paya Lebar Expressway,Y,1,3,35.8,35.1,42.2,Thunderstorm,0,5
Ayer Rajah Expressway,Y,6,20,68.7,68.6,75.2,Haze,0,8
East Coast Parkway,Y,0,3,79.1,78.1,80.1,Clouds,0,8
Tampines Avenue 10,B,5,4,43.5,45.0,44.2,Drizzle,0,5
Tampines Avenue 10,B,3,16,46.5,51.8,51.8,Clouds,0,5
Ayer Rajah Expressway,Y,4,9,34.9,35.1,35.7,Rain,1,4
Upper Thomson Road,B,4,14,42.4,40.2,33.2,Haze,0,5
Seletar Expressway,Y,5,17,66.8,66.2,69.4,Haze,0,7
Bukit Timah Expressway,Y,4,7,13.7,15.5,11.6,Thunderstorm,1,2
Upper Thomson Road,B,4,3,26.8,26.9,26.7,Thunderstorm,0,3
Clementi Avenue 3,C,4,23,34.8,36.3,43.6,Clouds,0,4
Nicoll Highway,B,6,16,51.1,52.1,62.6,Clear,0,5
Upper Thomson Road,B,1,13,44.5,40.3,41.9,Clouds,0,5
